MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M1,N1,5,T524,30,1,10,10,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PEPSICO INDIA,CHEETOS,CHEETOS CHEEZ PUFF
M1,N1,5,T526,30,1,10,10,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS BFF
M1,N1,5,T526,30,1,10,10,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
M1,N1,5,T526,30,1,10,10,CHOCOLATE,CHOCOLATE PANNED,CHOCOLATE PANNED,MONDELEZ INTERNATIONAL,CADBURY SHOTS,CADBURY SHOTS
M1,N1,5,T527,10,2,10,5,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS
M1,N1,5,T528,30,3,30,10,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,5,T529,40,1,10,10,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,N1,5,T529,40,3,30,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N1,5,T531,28,2,28,14,BATTERIES,NON-ALKALINE,AA-SIZE,EVEREADY INDS,EVEREADY,EVEREADY 1015
M1,N1,5,T532,10,1,10,10,CHOCOLATE,COUNT,COUNT,MARS INTERNATIONAL INDIA P LTD,SNICKERS,SNICKERS
M1,N1,5,T533,10,1,10,10,SALTY SNACKS (2/97),EXTRUDED SNACKS,EXTRUDED SNACKS,PEPSICO INDIA,CHEETOS,CHEETOS CHEEZ PUFF
M1,N1,5,T535,11,1,11,11,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,N1,5,T536,50,2,10,5,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
M1,N1,5,T536,50,1,20,20,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T536,50,1,10,10,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS BFF
M1,N1,5,T536,50,1,10,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T537,10,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,N1,5,T538,20,1,20,20,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
M1,N1,5,T540,10,2,10,5,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
M1,N1,5,T541,15,1,5,5,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,GARUDA POLYFEX FOOD PVT LTD,GONE MAD,GONE MAD
M1,N1,5,T541,15,2,10,5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,I T C,SUNFEAST YIPPEE NOODLES,SUNFEAST YIPPEE MAGIC MASALA
M1,N1,5,T542,20,2,20,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
M1,N1,5,T544,10,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
M1,N1,5,T550,10,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N1,5,T551,90,1,90,90,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,AMUL,AMUL
M1,N1,5,T552,115,1,65,65,SPICES (03/04),BLENDED,BIRYANI POWDER-NON VEG MASALA,APRICOT FOOD PVT LTD,EVEREST,EVEREST
M1,N1,5,T552,115,2,10,5,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T552,115,4,40,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T554,19.6,2,19.6,9.8,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,N1,5,T556,10,1,10,10,VERMICELLI & NOODLE,NOODLES,NOODLES,SUPREME NUTRI GRAIN PVT LTD,ZOOPY,ZOOPY
M1,N1,5,T557,15,1,5,5,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
M1,N1,5,T557,15,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
M1,N1,5,T560,2,1,2,2,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PARLE PRODS,PARLE KISMI BAR,KISMI BAR
M1,N1,5,T562,5,1,5,5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,N1,5,T563,10,1,10,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T564,5,1,5,5,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
M1,N1,5,T566,20,2,20,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
M1,N1,5,T568,110,1,110,110,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,SAMS FOODS,SAMS,SAMS
M1,N1,5,T569,30,1,10,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T569,30,1,20,20,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T571,10,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M1,N1,5,T572,10,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,N1,5,T573,130,1,10,10,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
M1,N1,5,T573,130,1,120,120,REFINED EDIBLE OILS-ALL PACKS,RICE BRAN,RICE BRAN,ADANI WILMAR,FORTUNE,FORTUNE
M1,N1,5,T574,4.9,1,4.9,4.9,CONFECTIONERY - TOTAL GUM,CHEWING GUMS,CHEWING GUMS,WRIGLEY INDIA,ORBIT,ORBIT
M1,N1,5,T576,97,1,97,97,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
M1,N1,5,T577,18,2,18,9,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,5,T580,20,2,20,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
M1,N1,5,T581,4,2,4,2,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PARLE PRODS,PARLE KISMI BAR,KISMI BAR
M1,N1,5,T582,10,1,10,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER DELITE
M1,N1,5,T583,48,1,48,48,HAIR OILS PKTP(8/02),RIGID,HAIR FALL,BAN LABS,SESA,SESA
M1,N1,5,T584,162,1,162,162,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,N1,5,T587,61,2,10,5,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
M1,N1,5,T587,61,3,6,2,SPICES (03/04),BLENDED,JALJEERA,JALANI ENTERPRISE,JALANI,JALANI
M1,N1,5,T587,61,1,45,45,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
M1,N1,5,T589,19.8,1,9.8,9.8,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS
M1,N1,5,T589,19.8,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,U FOODS INDIA PVT LTD,YOLI YOLA,YOLI YOLA
M1,N1,5,T590,19.8,1,9.8,9.8,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,GENERAL MILLS,PILLSBURY,PILLSBURY
M1,N1,5,T590,19.8,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,N1,5,T592,10,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
M1,N1,5,T594,176,1,92,92,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,N1,5,T594,176,1,84,84,MOSQUITO REPELLANTS CTG (8/93),STARTER KIT LV,STARTER KIT LV,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ADVANCE ACTIVE
M1,N1,5,T596,20,1,10,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,N1,5,T596,20,1,10,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE NATURALS
M1,N1,5,T597,10,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M1,N1,5,T598,10,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M1,N1,5,T600,10,1,10,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,N1,5,T601,120,2,120,60,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),BUNGE INDIA PRIVATE LIMITED,DALDA,DALDA
M1,N1,5,T602,10,1,10,10,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,5,T603,10,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CHILE LIMON
M1,N1,5,T604,42,1,12,12,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,5,T604,42,2,20,10,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,5,T604,42,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,N1,5,T605,80,1,20,20,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T605,80,2,60,30,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE MILANO,MILANO
M1,N1,5,T607,59.8,2,9.8,4.9,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,N1,5,T607,59.8,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
M1,N1,5,T607,59.8,1,30,30,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),HYGIENIC RESEARCH INSTITUTE,STREAX,STREAX HAIR COLOUR
M1,N1,5,T607,59.8,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N1,5,T608,10,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,U FOODS INDIA PVT LTD,YOLI YOLA,YOLI YOLA
M1,N1,5,T609,186,2,186,93,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M1,N1,5,T610,15,3,15,5,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
M1,N1,5,T611,20,1,10,10,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M1,N1,5,T611,20,1,10,10,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,5,T615,12,1,12,12,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,6,T616,212,1,212,212,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,SAGAR,SAGAR
M1,N1,6,T619,4,2,4,2,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M1,N1,6,T620,24,2,24,12,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N1,6,T621,444.4,1,15,15,BUTTER MARGR  (4/94),MARGARINE,MARGARINE,ZYDUS WELLNESS LTD,NUTRALITE,NUTRALITE YUMMY
M1,N1,6,T621,444.4,1,95,95,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,PARLE PRODS,MELODY,MELODY CHOCOLATY
M1,N1,6,T621,444.4,1,115,115,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,MONDELEZ INTERNATIONAL,CADBURY,CADBURY CHOCLAIRS GOLD
M1,N1,6,T621,444.4,1,27.6,27.6,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,N1,6,T621,444.4,1,10,10,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,N1,6,T621,444.4,1,9.8,9.8,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,N1,6,T621,444.4,1,30,30,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
M1,N1,6,T621,444.4,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N1,6,T621,444.4,1,80,80,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,FRUIT AND NUT
M1,N1,6,T621,444.4,1,5,5,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
M1,N1,6,T621,444.4,1,37,37,PACKAGED ATTA (1/95),ATTA,ATTA,SANGHVI FOODS PVT LTD,SILVER COIN,SILVER COIN
M1,N1,6,T621,444.4,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY BUTTER
M1,N1,6,T622,10,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
M1,N1,6,T623,147.8,1,58.8,58.8,SPICES (03/04),BLENDED,MEAT/MUTTON-NON VEG MASALA,SHAN FOOD PRODUCTS,SHAN,SHAN
M1,N1,6,T623,147.8,1,89,89,PRE-POST WASH PRODUCTS,STAIN REMOVERS,STAIN REMOVERS,RECKITT BENCKISER,VANISH,VANISH
M1,N1,6,T625,24,1,24,24,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI NUTRILICIOUS OATS NOODLE
M1,N1,6,T626,99,1,99,99,READY TO EAT,DESSERT MIXES,TRADITIONAL,M T R FOOD PRODS,MTR,MTR
M1,N1,6,T629,50,1,10,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP SPIN,PARLE TOP SPIN
M1,N1,6,T629,50,1,10,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,N1,6,T629,50,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N1,6,T629,50,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
M1,N1,6,T629,50,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,N1,6,T631,10,1,5,5,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
M1,N1,6,T631,10,1,5,5,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
M1,N1,6,T632,125,2,20,10,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS
M1,N1,6,T632,125,1,10,10,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,LITTLE HEARTS,LITTLE HEARTS
M1,N1,6,T632,125,3,15,5,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
M1,N1,6,T632,125,2,10,5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,N1,6,T632,125,2,20,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,N1,6,T632,125,5,50,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,N1,6,T633,10,1,5,5,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
M1,N1,6,T633,10,1,5,5,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
M1,N1,6,T634,215,1,215,215,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,AMUL,AMUL
M1,N1,6,T635,59,1,59,59,VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),VANASPATI CONS PACK (8/94),BUNGE INDIA PRIVATE LIMITED,DALDA,DALDA
M1,N1,6,T636,5,1,5,5,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
M1,N1,6,T639,10,1,10,10,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,N1,6,T640,10,1,10,10,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BITES
M1,N1,6,T642,80,1,30,30,SKIN CREAMS,OTHER FACE CREAMS,OTHER FACE CREAMS,EMAMI,EMAMI,EMAMI FAIR AND HANDSOME
M1,N1,6,T642,80,1,50,50,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX CREAMY PERFECTION
M1,N1,6,T643,5,1,5,5,CHOCOLATE,COUNT,COUNT,KAYEMPEE FOODS PVT LTD,MR. WAFER,MR. WAFER
M1,N1,6,T648,12,1,12,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M1,N1,6,T650,99,1,50,50,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,UNIBIC BISCUITS,UNIBIC,UNIBIC
M1,N1,6,T650,99,1,30,30,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO VANILLA
M1,N1,6,T650,99,1,19,19,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
M1,N1,6,T651,30,2,20,10,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE 3 IN 1
M1,N1,6,T651,30,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M1,N1,6,T653,10,1,10,10,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,N1,6,T654,10,2,10,5,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
M1,N1,6,T655,397,1,195,195,"FRAGRANCE-PERFUM,DEO & COLOGNE",FRAGRANCE - DEODORANT,FRAGRANCE - DEODORANT,J K ANSELL,KAMA SUTRA,KAMASUTRA SPARK
M1,N1,6,T655,397,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
M1,N1,6,T655,397,2,192,96,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,AADHAAR,AADHAAR
M1,N1,6,T657,9.8,1,9.8,9.8,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CHOCOS MOON&STA
M1,N1,6,T658,5,1,5,5,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
M1,N1,6,T660,98.7,3,14.7,4.9,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N1,6,T660,98.7,1,84,84,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL QUICK WASH
M1,N1,6,T662,20,1,10,10,CHOCOLATE,COUNT,COUNT,MARS INTERNATIONAL INDIA P LTD,SNICKERS,SNICKERS
M1,N1,6,T662,20,1,10,10,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,N1,6,T664,29.8,2,20,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,N1,6,T664,29.8,2,9.8,4.9,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M1,N1,6,T668,417.8,1,10,10,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,NESTLE INDIA,KIT KAT,KITKAT
M1,N1,6,T668,417.8,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CARIBBEAN STYLE
M1,N1,6,T668,417.8,1,5,5,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,N1,6,T668,417.8,1,12,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,BAJRANG AGRO INDUSTRIES PVT,CHIDOS,CHIDOS
M1,N1,6,T668,417.8,2,30,15,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,HINDUSTAN UNILEVER LIMITED,KNORR,KNORR DRY CHINESE NOODLES
M1,N1,6,T668,417.8,2,20,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CHILE LIMON
M1,N1,6,T668,417.8,1,197,197,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N1,6,T668,417.8,2,20,10,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
M1,N1,6,T668,417.8,2,24,12,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M1,N1,6,T668,417.8,1,25,25,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK AMERICAN
M1,N1,6,T668,417.8,1,10,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 NICE
M1,N1,6,T668,417.8,1,5,5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
